,name,label,type,side,height,width,r,g,b,n_colors
325,./squares/train/a/331.jpg,a,jpeg,95,593,593,96.0,96.0,42.0,1
326,./squares/train/a/457.jpg,a,jpeg,83,383,383,27.0,27.0,65.0,1
327,./squares/train/a/480.jpg,a,jpeg,55,541,541,103.0,103.0,51.0,1
328,./squares/train/a/133.png,a,png,124,612,612,0.21960784,0.21960784,0.25882354,1
329,./squares/train/a/127.png,a,png,90,466,466,0.09803922,0.09803922,0.26666668,1
330,./squares/train/a/494.png,a,png,148,566,566,0.27058825,0.27058825,0.29803923,1
331,./squares/train/a/26.jpg,a,jpeg,85,508,508,27.0,27.0,61.0,1
332,./squares/train/a/443.png,a,png,78,440,440,0.37254903,0.37254903,0.21568628,1
333,./squares/train/a/441.png,a,png,62,594,594,0.09803922,0.09803922,0.25490198,1
334,./squares/train/a/469.png,a,png,106,336,336,0.39607844,0.39607844,0.33333334,1
335,./squares/train/a/125.jpg,a,jpeg,40,376,376,32.0,33.0,64.0,1
336,./squares/train/a/482.png,a,png,100,602,602,0.21568628,0.21568628,0.32941177,1
337,./squares/train/a/119.jpg,a,jpeg,92,479,479,37.0,38.0,59.0,1
338,./squares/train/a/202.bmp,a,bmp,108,341,341,53.0,53.0,49.0,1
339,./squares/train/a/327.jpg,a,jpeg,141,501,501,65.0,66.0,52.0,1
340,./squares/train/a/18.png,a,png,68,513,513,0.27058825,0.27058825,0.23529412,1
341,./squares/train/a/30.png,a,png,38,459,459,0.35686275,0.35686275,0.2509804,1
342,./squares/train/a/290.jpg,a,jpeg,31,441,441,50.0,50.0,60.0,1
343,./squares/train/a/362.bmp,a,bmp,32,330,330,50.0,50.0,68.0,1
344,./squares/train/a/410.bmp,a,bmp,144,527,527,93.0,93.0,77.0,1
345,./squares/train/a/253.png,a,png,138,550,550,0.16078432,0.16078432,0.2784314,1
346,./squares/train/a/61.bmp,a,bmp,90,564,564,100.0,100.0,76.0,1
347,./squares/train/a/284.png,a,png,136,369,369,0.25882354,0.25882354,0.20392157,1
348,./squares/train/a/49.bmp,a,bmp,130,473,473,100.0,100.0,74.0,1
349,./squares/train/a/60.bmp,a,bmp,136,478,478,83.0,83.0,68.0,1
350,./squares/train/a/388.bmp,a,bmp,88,471,471,70.0,70.0,63.0,1
351,./squares/train/a/246.jpg,a,jpeg,138,411,411,65.0,64.0,69.0,1
352,./squares/train/a/285.jpg,a,jpeg,56,357,357,100.0,100.0,50.0,1
353,./squares/train/a/439.bmp,a,bmp,120,526,526,82.0,82.0,48.0,1
354,./squares/train/a/454.jpg,a,jpeg,64,400,400,93.0,92.0,44.0,1
355,./squares/train/a/440.jpg,a,jpeg,107,371,371,41.0,42.0,72.0,1
356,./squares/train/a/118.png,a,png,34,494,494,0.3254902,0.3254902,0.23137255,1
357,./squares/train/a/217.bmp,a,bmp,66,596,596,93.0,93.0,60.0,1
358,./squares/train/a/497.jpg,a,jpeg,40,510,510,70.0,70.0,72.0,1
359,./squares/train/a/130.jpg,a,jpeg,73,387,387,77.0,77.0,79.0,1
360,./squares/train/a/124.jpg,a,jpeg,117,391,391,79.0,78.0,57.0,1
361,./squares/train/a/31.jpg,a,jpeg,58,490,490,39.0,40.0,58.0,1
362,./squares/train/a/468.png,a,png,70,419,419,0.09803922,0.09803922,0.24313726,1
363,./squares/train/a/326.png,a,png,136,602,602,0.11372549,0.11372549,0.24705882,1
364,./squares/train/a/19.jpg,a,jpeg,81,521,521,91.0,91.0,53.0,1
365,./squares/train/a/369.png,a,png,62,325,325,0.32156864,0.32156864,0.25882354,1
366,./squares/train/a/194.jpg,a,jpeg,69,600,600,41.0,41.0,69.0,1
367,./squares/train/a/81.jpg,a,jpeg,141,362,362,97.0,97.0,59.0,1
368,./squares/train/a/95.jpg,a,jpeg,116,480,480,76.0,77.0,59.0,1
369,./squares/train/a/382.png,a,png,106,405,405,0.16862746,0.16862746,0.22745098,1
370,./squares/train/a/270.bmp,a,bmp,136,576,576,70.0,70.0,69.0,1
371,./squares/train/a/143.png,a,png,88,585,585,0.1882353,0.1882353,0.24313726,1
372,./squares/train/a/396.jpg,a,jpeg,58,559,559,80.0,81.0,76.0,1
373,./squares/train/a/341.jpg,a,jpeg,74,623,623,90.0,89.0,58.0,1
374,./squares/train/a/476.bmp,a,bmp,48,463,463,99.0,99.0,64.0,1
375,./squares/train/a/338.bmp,a,bmp,40,388,388,47.0,47.0,53.0,1
376,./squares/train/a/209.png,a,png,72,494,494,0.16862746,0.16862746,0.27450982,1
377,./squares/train/a/221.png,a,png,130,520,520,0.09411765,0.09411765,0.29411766,1
378,./squares/train/a/235.png,a,png,48,409,409,0.1764706,0.1764706,0.20392157,1
379,./squares/train/a/12.bmp,a,bmp,128,516,516,37.0,37.0,60.0,1
380,./squares/train/a/208.png,a,png,122,614,614,0.15686275,0.15686275,0.29411766,1
381,./squares/train/a/234.jpg,a,jpeg,89,405,405,34.0,35.0,56.0,1
382,./squares/train/a/311.bmp,a,bmp,88,621,621,93.0,93.0,58.0,1
383,./squares/train/a/463.bmp,a,bmp,50,395,395,66.0,66.0,71.0,1
384,./squares/train/a/181.png,a,png,140,428,428,0.3764706,0.3764706,0.22745098,1
385,./squares/train/a/354.jpg,a,jpeg,45,531,531,32.0,32.0,60.0,1
386,./squares/train/a/426.jpg,a,jpeg,130,394,394,62.0,63.0,58.0,1
387,./squares/train/a/43.png,a,png,136,434,434,0.3137255,0.3137255,0.22352941,1
388,./squares/train/a/368.jpg,a,jpeg,114,326,326,50.0,50.0,62.0,1
389,./squares/train/a/57.png,a,png,132,578,578,0.12941177,0.12941177,0.19215687,1
390,./squares/train/a/259.bmp,a,bmp,24,405,405,64.0,64.0,65.0,1
391,./squares/train/a/383.png,a,png,26,548,548,0.13333334,0.13333334,0.27058825,1
392,./squares/train/a/397.png,a,png,138,414,414,0.34117648,0.34117648,0.23921569,1
393,./squares/train/a/142.jpg,a,jpeg,151,544,544,97.0,97.0,61.0,1
394,./squares/train/a/80.jpg,a,jpeg,93,509,509,93.0,93.0,67.0,1
395,./squares/train/a/340.png,a,png,58,397,397,0.2627451,0.2627451,0.30980393,1
396,./squares/train/a/195.jpg,a,jpeg,50,555,555,57.0,57.0,65.0,1
397,./squares/train/a/432.png,a,png,86,582,582,0.11764706,0.11764706,0.28235295,1
398,./squares/train/a/5.jpg,a,jpeg,151,419,419,58.0,57.0,73.0,1
399,./squares/train/a/418.png,a,png,110,357,357,0.11372549,0.11372549,0.22352941,1
400,./squares/train/a/342.png,a,png,138,371,371,0.27450982,0.27450982,0.23921569,1
401,./squares/train/a/183.jpg,a,jpeg,65,523,523,92.0,92.0,66.0,1
402,./squares/train/a/430.png,a,png,28,495,495,0.13333334,0.13333334,0.3019608,1
403,./squares/train/a/381.png,a,png,126,530,530,0.12156863,0.12156863,0.30588236,1
404,./squares/train/a/154.jpg,a,jpeg,134,383,383,50.0,51.0,56.0,1
405,./squares/train/a/267.bmp,a,bmp,124,583,583,53.0,53.0,69.0,1
406,./squares/train/a/82.png,a,png,48,567,567,0.36078432,0.36078432,0.2784314,1
407,./squares/train/a/168.png,a,png,104,593,593,0.12156863,0.12156863,0.34509805,1
408,./squares/train/a/140.png,a,png,124,589,589,0.3372549,0.3372549,0.23529412,1
409,./squares/train/a/395.jpg,a,jpeg,39,488,488,36.0,36.0,62.0,1
410,./squares/train/a/55.png,a,png,118,384,384,0.35686275,0.35686275,0.2,1
411,./squares/train/a/7.png,a,png,40,366,366,0.13333334,0.13333334,0.18039216,1
412,./squares/train/a/298.bmp,a,bmp,32,533,533,90.0,90.0,65.0,1
413,./squares/train/a/197.png,a,png,42,338,338,0.16470589,0.16470589,0.23137255,1
414,./squares/train/a/313.bmp,a,bmp,136,463,463,71.0,71.0,66.0,1
415,./squares/train/a/307.bmp,a,bmp,72,469,469,83.0,83.0,57.0,1
416,./squares/train/a/449.bmp,a,bmp,148,563,563,93.0,93.0,53.0,1
417,./squares/train/a/38.bmp,a,bmp,72,518,518,90.0,90.0,48.0,1
418,./squares/train/a/237.png,a,png,110,617,617,0.25490198,0.25490198,0.24705882,1
419,./squares/train/a/223.jpg,a,jpeg,64,528,528,91.0,90.0,69.0,1
420,./squares/train/a/460.bmp,a,bmp,114,511,511,94.0,94.0,53.0,1
421,./squares/train/a/312.bmp,a,bmp,56,419,419,86.0,86.0,69.0,1
422,./squares/train/a/68.png,a,png,52,449,449,0.2784314,0.2784314,0.28235295,1
423,./squares/train/a/357.jpg,a,jpeg,90,355,355,88.0,88.0,50.0,1
424,./squares/train/a/299.bmp,a,bmp,46,331,331,68.0,68.0,60.0,1
425,./squares/train/a/155.png,a,png,50,362,362,0.30980393,0.30980393,0.28235295,1
426,./squares/train/a/380.jpg,a,jpeg,124,353,353,38.0,39.0,83.0,1
427,./squares/train/a/266.bmp,a,bmp,26,464,464,95.0,95.0,69.0,1
428,./squares/train/a/394.png,a,png,88,543,543,0.36862746,0.36862746,0.25882354,1
429,./squares/train/a/141.jpg,a,jpeg,121,330,330,95.0,96.0,54.0,1
430,./squares/train/a/425.png,a,png,78,516,516,0.23921569,0.23921569,0.21960784,1
431,./squares/train/a/343.png,a,png,116,489,489,0.3529412,0.3529412,0.16470589,1
432,./squares/train/a/419.png,a,png,68,397,397,0.25882354,0.25882354,0.3529412,1
433,./squares/train/a/6.jpg,a,jpeg,116,384,384,47.0,48.0,66.0,1
434,./squares/train/a/192.jpg,a,jpeg,62,400,400,83.0,84.0,68.0,1
435,./squares/train/a/435.png,a,png,136,392,392,0.12156863,0.12156863,0.21960784,1
436,./squares/train/a/186.jpg,a,jpeg,34,617,617,60.0,59.0,65.0,1
437,./squares/train/a/409.png,a,png,32,499,499,0.29803923,0.29803923,0.22745098,1
438,./squares/train/a/44.jpg,a,jpeg,77,555,555,40.0,40.0,68.0,1
439,./squares/train/a/384.png,a,png,146,429,429,0.24705882,0.24705882,0.2901961,1
440,./squares/train/a/390.png,a,png,84,454,454,0.16862746,0.16862746,0.25882354,1
441,./squares/train/a/93.jpg,a,jpeg,53,614,614,97.0,97.0,71.0,1
442,./squares/train/a/87.jpg,a,jpeg,154,331,331,45.0,46.0,77.0,1
443,./squares/train/a/145.png,a,png,60,580,580,0.1882353,0.1882353,0.26666668,1
444,./squares/train/a/151.png,a,png,30,520,520,0.33333334,0.33333334,0.19607843,1
445,./squares/train/a/78.png,a,png,90,376,376,0.4,0.4,0.25882354,1
446,./squares/train/a/421.jpg,a,jpeg,131,407,407,79.0,80.0,74.0,1
447,./squares/train/a/470.bmp,a,bmp,58,368,368,80.0,80.0,77.0,1
448,./squares/train/a/227.jpg,a,jpeg,119,374,374,45.0,45.0,69.0,1
449,./squares/train/a/233.png,a,png,124,546,546,0.39607844,0.39607844,0.27058825,1
450,./squares/train/a/114.bmp,a,bmp,96,393,393,97.0,97.0,63.0,1
451,./squares/train/a/15.bmp,a,bmp,28,389,389,80.0,80.0,67.0,1
452,./squares/train/a/101.bmp,a,bmp,114,446,446,50.0,50.0,50.0,1
453,./squares/train/a/232.jpg,a,jpeg,30,402,402,86.0,86.0,60.0,1
454,./squares/train/a/226.jpg,a,jpeg,145,476,476,63.0,62.0,68.0,1
455,./squares/train/a/465.bmp,a,bmp,136,387,387,82.0,82.0,62.0,1
456,./squares/train/a/288.bmp,a,bmp,80,429,429,66.0,66.0,48.0,1
457,./squares/train/a/193.png,a,png,46,623,623,0.38431373,0.38431373,0.26666668,1
458,./squares/train/a/420.jpg,a,jpeg,142,593,593,51.0,51.0,75.0,1
459,./squares/train/a/434.jpg,a,jpeg,158,582,582,24.0,25.0,71.0,1
460,./squares/train/a/79.png,a,png,72,476,476,0.21960784,0.21960784,0.24705882,1
461,./squares/train/a/352.jpg,a,jpeg,32,433,433,43.0,43.0,67.0,1
462,./squares/train/a/277.bmp,a,bmp,100,336,336,89.0,89.0,67.0,1
463,./squares/train/a/86.png,a,png,82,582,582,0.10980392,0.10980392,0.21568628,1
464,./squares/train/a/178.png,a,png,32,496,496,0.28627452,0.28627452,0.27058825,1
465,./squares/train/a/263.bmp,a,bmp,84,532,532,78.0,78.0,53.0,1
466,./squares/train/a/391.png,a,png,56,596,596,0.24705882,0.24705882,0.22745098,1
467,./squares/train/a/385.png,a,png,64,380,380,0.2627451,0.2627451,0.22352941,1
468,./squares/train/a/408.png,a,png,138,489,489,0.101960786,0.101960786,0.28627452,1
469,./squares/train/a/51.jpg,a,jpeg,80,432,432,81.0,82.0,40.0,1
470,./squares/train/a/344.png,a,png,102,408,408,0.27058825,0.27058825,0.2509804,1
471,./squares/train/a/393.png,a,png,68,366,366,0.10980392,0.10980392,0.28235295,1
472,./squares/train/a/152.png,a,png,46,487,487,0.29803923,0.29803923,0.28235295,1
473,./squares/train/a/90.png,a,png,96,618,618,0.17254902,0.17254902,0.30588236,1
474,./squares/train/a/84.png,a,png,148,327,327,0.24313726,0.24313726,0.30980393,1
475,./squares/train/a/191.png,a,png,84,425,425,0.36862746,0.36862746,0.27450982,1
476,./squares/train/a/350.jpg,a,jpeg,94,613,613,87.0,86.0,65.0,1
477,./squares/train/a/185.png,a,png,118,604,604,0.28235295,0.28235295,0.22352941,1
478,./squares/train/a/53.png,a,png,130,546,546,0.2,0.2,0.25882354,1
479,./squares/train/a/47.png,a,png,54,620,620,0.3882353,0.3882353,0.24705882,1
480,./squares/train/a/329.bmp,a,bmp,148,544,544,77.0,77.0,54.0,1
481,./squares/train/a/301.bmp,a,bmp,88,484,484,59.0,59.0,95.0,1
482,./squares/train/a/224.png,a,png,138,525,525,0.3019608,0.3019608,0.24705882,1
483,./squares/train/a/117.bmp,a,bmp,98,577,577,33.0,33.0,61.0,1
484,./squares/train/a/16.bmp,a,bmp,134,368,368,31.0,31.0,66.0,1
485,./squares/train/a/219.jpg,a,jpeg,126,382,382,73.0,73.0,75.0,1
486,./squares/train/a/225.jpg,a,jpeg,73,375,375,34.0,33.0,73.0,1
487,./squares/train/a/499.bmp,a,bmp,146,490,490,36.0,36.0,80.0,1
488,./squares/train/a/472.bmp,a,bmp,142,457,457,31.0,31.0,57.0,1
489,./squares/train/a/52.png,a,png,84,474,474,0.28627452,0.28627452,0.23529412,1
490,./squares/train/a/379.jpg,a,jpeg,65,446,446,97.0,97.0,61.0,1
491,./squares/train/a/423.jpg,a,jpeg,110,502,502,88.0,87.0,66.0,1
492,./squares/train/a/85.png,a,png,26,360,360,0.34117648,0.34117648,0.21960784,1
493,./squares/train/a/392.jpg,a,jpeg,131,553,553,80.0,81.0,50.0,1
494,./squares/train/a/91.jpg,a,jpeg,85,538,538,26.0,26.0,60.0,1
495,./squares/train/a/386.png,a,png,132,395,395,0.16078432,0.16078432,0.33333334,1
496,./squares/train/a/147.jpg,a,jpeg,87,364,364,63.0,63.0,51.0,1
497,./squares/train/a/0.jpg,a,jpeg,79,462,462,57.0,57.0,85.0,1
498,./squares/train/a/351.png,a,png,38,582,582,0.19607843,0.19607843,0.28627452,1
499,./squares/train/a/437.png,a,png,120,590,590,0.37254903,0.37254903,0.2784314,1
500,./squares/train/b/412.png,b,png,134,362,362,0.59607846,0.59607846,0.49019608,1
501,./squares/train/b/374.png,b,png,124,465,465,0.4745098,0.4745098,0.4117647,1
502,./squares/train/b/88.jpg,b,jpeg,137,498,498,142.0,143.0,125.0,1
503,./squares/train/b/162.png,b,png,42,608,608,0.7372549,0.7372549,0.46666667,1
504,./squares/train/b/286.bmp,b,bmp,86,530,530,123.0,123.0,131.0,1
505,./squares/train/b/348.jpg,b,jpeg,76,350,350,157.0,157.0,149.0,1
506,./squares/train/b/228.jpg,b,jpeg,74,434,434,201.0,201.0,113.0,1
507,./squares/train/b/200.jpg,b,jpeg,86,387,387,145.0,144.0,123.0,1
508,./squares/train/b/214.png,b,png,36,435,435,0.2901961,0.2901961,0.6039216,1
509,./squares/train/b/32.bmp,b,bmp,68,486,486,92.0,92.0,144.0,1
510,./squares/train/b/201.png,b,png,36,400,400,0.54509807,0.54509807,0.5058824,1
511,./squares/train/b/229.png,b,png,122,406,406,0.50980395,0.50980395,0.50980395,1
512,./squares/train/b/132.bmp,b,bmp,62,499,499,195.0,195.0,96.0,1
513,./squares/train/b/495.bmp,b,bmp,74,531,531,132.0,132.0,124.0,1
514,./squares/train/b/330.bmp,b,bmp,108,364,364,166.0,166.0,115.0,1
515,./squares/train/b/62.png,b,png,58,394,394,0.3254902,0.3254902,0.54509807,1
516,./squares/train/b/293.bmp,b,bmp,74,466,466,81.0,81.0,142.0,1
517,./squares/train/b/188.png,b,png,128,613,613,0.34509805,0.34509805,0.48235294,1
518,./squares/train/b/177.png,b,png,94,469,469,0.76862746,0.76862746,0.49803922,1
519,./squares/train/b/163.jpg,b,jpeg,125,412,412,132.0,133.0,154.0,1
520,./squares/train/b/361.png,b,png,44,403,403,0.5529412,0.5529412,0.52156866,1
521,./squares/train/b/407.png,b,png,68,390,390,0.56078434,0.56078434,0.5411765,1
522,./squares/train/b/375.png,b,png,72,567,567,0.30588236,0.30588236,0.46666667,1
523,./squares/train/b/349.png,b,png,140,384,384,0.22352941,0.22352941,0.34509805,1
524,./squares/train/b/74.jpg,b,jpeg,33,611,611,196.0,195.0,131.0,1
525,./squares/train/b/48.jpg,b,jpeg,34,456,456,89.0,90.0,110.0,1
526,./squares/train/b/411.png,b,png,126,496,496,0.21960784,0.21960784,0.5529412,1
527,./squares/train/b/252.bmp,b,bmp,144,608,608,149.0,149.0,140.0,1
528,./squares/train/b/149.png,b,png,94,600,600,0.7921569,0.7921569,0.53333336,1
529,./squares/train/b/161.png,b,png,126,444,444,0.5372549,0.5372549,0.61960787,1
530,./squares/train/b/175.png,b,png,38,371,371,0.6431373,0.6431373,0.5882353,1
531,./squares/train/b/291.bmp,b,bmp,84,339,339,169.0,169.0,123.0,1
532,./squares/train/b/377.jpg,b,jpeg,106,399,399,194.0,194.0,120.0,1
533,./squares/train/b/405.jpg,b,jpeg,62,448,448,52.0,51.0,117.0,1
534,./squares/train/b/363.jpg,b,jpeg,95,411,411,102.0,102.0,128.0,1
535,./squares/train/b/332.bmp,b,bmp,74,601,601,117.0,117.0,133.0,1
536,./squares/train/b/483.bmp,b,bmp,44,531,531,156.0,156.0,116.0,1
537,./squares/train/b/203.jpg,b,jpeg,61,352,352,83.0,83.0,95.0,1
538,./squares/train/b/25.bmp,b,bmp,48,334,334,148.0,148.0,133.0,1
539,./squares/train/b/24.bmp,b,bmp,94,570,570,168.0,168.0,111.0,1
540,./squares/train/b/216.png,b,png,98,525,525,0.7921569,0.7921569,0.40392157,1
541,./squares/train/b/131.bmp,b,bmp,112,500,500,115.0,115.0,108.0,1
542,./squares/train/b/496.bmp,b,bmp,142,472,472,194.0,194.0,133.0,1
543,./squares/train/b/333.bmp,b,bmp,50,504,504,103.0,103.0,146.0,1
544,./squares/train/b/455.bmp,b,bmp,46,432,432,79.0,79.0,154.0,1
545,./squares/train/b/404.jpg,b,jpeg,60,364,364,165.0,165.0,113.0,1
546,./squares/train/b/438.jpg,b,jpeg,85,571,571,121.0,121.0,149.0,1
547,./squares/train/b/174.png,b,png,36,392,392,0.3882353,0.3882353,0.49411765,1
548,./squares/train/b/160.png,b,png,136,325,325,0.49411765,0.49411765,0.4627451,1
549,./squares/train/b/247.bmp,b,bmp,128,350,350,88.0,88.0,120.0,1
550,./squares/train/b/389.png,b,png,34,482,482,0.20392157,0.20392157,0.49803922,1
551,./squares/train/b/148.jpg,b,jpeg,155,367,367,187.0,187.0,151.0,1
552,./squares/train/b/376.png,b,png,108,576,576,0.62352943,0.62352943,0.4,1
553,./squares/train/b/75.jpg,b,jpeg,117,615,615,177.0,178.0,147.0,1
554,./squares/train/b/414.png,b,png,78,440,440,0.23921569,0.23921569,0.40784314,1
555,./squares/train/b/372.png,b,png,132,517,517,0.6,0.6,0.50980395,1
556,./squares/train/b/158.jpg,b,jpeg,38,349,349,176.0,177.0,159.0,1
557,./squares/train/b/399.jpg,b,jpeg,78,462,462,163.0,164.0,158.0,1
558,./squares/train/b/59.png,b,png,98,381,381,0.3647059,0.3647059,0.49411765,1
559,./squares/train/b/366.jpg,b,jpeg,152,513,513,156.0,156.0,84.0,1
560,./squares/train/b/400.jpg,b,jpeg,139,399,399,132.0,131.0,110.0,1
561,./squares/train/b/294.bmp,b,bmp,84,433,433,95.0,95.0,113.0,1
562,./squares/train/b/479.bmp,b,bmp,146,497,497,130.0,130.0,127.0,1
563,./squares/train/b/451.bmp,b,bmp,132,619,619,115.0,115.0,140.0,1
564,./squares/train/b/337.bmp,b,bmp,32,345,345,200.0,200.0,137.0,1
565,./squares/train/b/135.bmp,b,bmp,60,351,351,170.0,170.0,124.0,1
566,./squares/train/b/134.bmp,b,bmp,74,612,612,123.0,123.0,117.0,1
567,./squares/train/b/213.png,b,png,74,409,409,0.57254905,0.57254905,0.42352942,1
568,./squares/train/b/487.bmp,b,bmp,28,326,326,59.0,59.0,130.0,1
569,./squares/train/b/322.bmp,b,bmp,106,342,342,134.0,134.0,136.0,1
570,./squares/train/b/336.bmp,b,bmp,58,570,570,83.0,83.0,129.0,1
571,./squares/train/b/478.bmp,b,bmp,34,617,617,103.0,103.0,137.0,1
572,./squares/train/b/58.png,b,png,28,481,481,0.5176471,0.5176471,0.5058824,1
573,./squares/train/b/415.jpg,b,jpeg,88,605,605,139.0,138.0,144.0,1
574,./squares/train/b/373.jpg,b,jpeg,151,379,379,187.0,186.0,138.0,1
575,./squares/train/b/242.bmp,b,bmp,48,529,529,118.0,118.0,173.0,1
576,./squares/train/b/159.jpg,b,jpeg,130,337,337,196.0,196.0,134.0,1
577,./squares/train/b/165.jpg,b,jpeg,125,508,508,120.0,121.0,107.0,1
578,./squares/train/b/429.png,b,png,126,447,447,0.30980393,0.30980393,0.5019608,1
579,./squares/train/b/70.jpg,b,jpeg,41,336,336,149.0,149.0,137.0,1
580,./squares/train/b/367.png,b,png,82,390,390,0.61960787,0.61960787,0.58431375,1
581,./squares/train/b/401.png,b,png,94,436,436,0.25882354,0.25882354,0.4392157,1
582,./squares/train/b/365.png,b,png,50,487,487,0.6117647,0.6117647,0.5529412,1
583,./squares/train/b/198.jpg,b,jpeg,123,502,502,164.0,163.0,117.0,1
584,./squares/train/b/167.png,b,png,34,487,487,0.7372549,0.7372549,0.44705883,1
585,./squares/train/b/254.bmp,b,bmp,78,563,563,102.0,102.0,115.0,1
586,./squares/train/b/8.png,b,png,26,402,402,0.5176471,0.5176471,0.5176471,1
587,./squares/train/b/371.jpg,b,jpeg,109,462,462,200.0,200.0,136.0,1
588,./squares/train/b/72.png,b,png,108,340,340,0.3764706,0.3764706,0.47843137,1
589,./squares/train/b/359.jpg,b,jpeg,156,387,387,67.0,68.0,150.0,1
590,./squares/train/b/283.bmp,b,bmp,106,437,437,118.0,118.0,99.0,1
591,./squares/train/b/308.bmp,b,bmp,86,534,534,58.0,58.0,141.0,1
592,./squares/train/b/452.bmp,b,bmp,140,415,415,75.0,75.0,185.0,1
593,./squares/train/b/205.jpg,b,jpeg,120,615,615,174.0,175.0,133.0,1
594,./squares/train/b/491.bmp,b,bmp,28,434,434,146.0,146.0,110.0,1
595,./squares/train/b/211.png,b,png,26,398,398,0.4862745,0.4862745,0.49411765,1
596,./squares/train/b/239.png,b,png,116,429,429,0.34117648,0.34117648,0.4117647,1
597,./squares/train/b/136.bmp,b,bmp,118,570,570,72.0,72.0,159.0,1
598,./squares/train/b/37.bmp,b,bmp,64,399,399,58.0,58.0,138.0,1
599,./squares/train/b/22.bmp,b,bmp,98,455,455,66.0,66.0,93.0,1
600,./squares/train/b/137.bmp,b,bmp,76,535,535,172.0,172.0,150.0,1
601,./squares/train/b/490.bmp,b,bmp,34,365,365,196.0,196.0,126.0,1
602,./squares/train/b/484.bmp,b,bmp,100,500,500,58.0,58.0,136.0,1
603,./squares/train/b/335.bmp,b,bmp,60,614,614,161.0,161.0,119.0,1
604,./squares/train/b/447.bmp,b,bmp,146,603,603,122.0,122.0,138.0,1
605,./squares/train/b/321.bmp,b,bmp,122,577,577,184.0,184.0,154.0,1
606,./squares/train/b/73.png,b,png,48,356,356,0.7254902,0.7254902,0.4392157,1
607,./squares/train/b/364.jpg,b,jpeg,131,337,337,200.0,199.0,143.0,1
608,./squares/train/b/98.png,b,png,82,608,608,0.50980395,0.50980395,0.3647059,1
609,./squares/train/b/166.jpg,b,jpeg,131,428,428,80.0,80.0,140.0,1
610,./squares/train/b/358.png,b,png,114,503,503,0.4627451,0.4627451,0.49411765,1
611,./squares/train/b/199.jpg,b,jpeg,76,539,539,147.0,147.0,111.0,1
612,./squares/train/b/67.jpg,b,jpeg,40,433,433,166.0,167.0,162.0,1
613,./squares/train/b/402.png,b,png,42,581,581,0.25882354,0.25882354,0.49019608,1
614,./squares/train/b/9.jpg,b,jpeg,75,389,389,54.0,54.0,118.0,1
615,./squares/train/b/416.png,b,png,112,378,378,0.43529412,0.43529412,0.4,1
616,./squares/train/b/14.jpg,b,jpeg,129,328,328,150.0,150.0,140.0,1
617,./squares/train/b/459.png,b,png,100,616,616,0.47058824,0.47058824,0.47058824,1
618,./squares/train/b/28.jpg,b,jpeg,107,492,492,64.0,63.0,141.0,1
619,./squares/train/b/303.png,b,png,58,377,377,0.26666668,0.26666668,0.49019608,1
620,./squares/train/b/115.jpg,b,jpeg,137,530,530,154.0,154.0,118.0,1
621,./squares/train/b/129.png,b,png,112,430,430,0.28235295,0.28235295,0.6,1
622,./squares/train/b/317.jpg,b,jpeg,101,523,523,89.0,88.0,130.0,1
623,./squares/train/b/471.jpg,b,jpeg,66,545,545,178.0,177.0,157.0,1
624,./squares/train/b/346.bmp,b,bmp,72,549,549,174.0,174.0,139.0,1
625,./squares/train/b/144.bmp,b,bmp,42,570,570,181.0,181.0,145.0,1
626,./squares/train/b/150.bmp,b,bmp,38,500,500,54.0,54.0,123.0,1
627,./squares/train/b/92.bmp,b,bmp,128,363,363,142.0,142.0,142.0,1
628,./squares/train/b/187.bmp,b,bmp,112,412,412,149.0,149.0,105.0,1
629,./squares/train/b/45.bmp,b,bmp,34,496,496,179.0,179.0,110.0,1
630,./squares/train/b/3.bmp,b,bmp,82,596,596,178.0,178.0,171.0,1
631,./squares/train/b/50.bmp,b,bmp,60,515,515,197.0,197.0,130.0,1
632,./squares/train/b/2.bmp,b,bmp,52,584,584,196.0,196.0,147.0,1
633,./squares/train/b/289.png,b,png,26,333,333,0.5568628,0.5568628,0.3529412,1
634,./squares/train/b/276.png,b,png,26,512,512,0.8039216,0.8039216,0.7019608,1
635,./squares/train/b/179.bmp,b,bmp,98,544,544,199.0,199.0,124.0,1
636,./squares/train/b/262.png,b,png,124,378,378,0.76862746,0.76862746,0.49411765,1
637,./squares/train/b/353.bmp,b,bmp,44,539,539,64.0,64.0,143.0,1
638,./squares/train/b/347.bmp,b,bmp,26,613,613,174.0,174.0,134.0,1
639,./squares/train/b/316.jpg,b,jpeg,74,445,445,164.0,164.0,110.0,1
640,./squares/train/b/29.png,b,png,58,385,385,0.8117647,0.8117647,0.39215687,1
641,./squares/train/b/458.jpg,b,jpeg,109,340,340,69.0,69.0,95.0,1
642,./squares/train/b/100.png,b,png,80,583,583,0.69411767,0.69411767,0.4745098,1
643,./squares/train/b/128.jpg,b,jpeg,138,508,508,143.0,144.0,113.0,1
644,./squares/train/b/464.png,b,png,62,485,485,0.31764707,0.31764707,0.54901963,1
645,./squares/train/b/302.png,b,png,126,460,460,0.8,0.8,0.42745098,1
646,./squares/train/b/17.jpg,b,jpeg,96,420,420,167.0,167.0,167.0,1
647,./squares/train/b/328.png,b,png,84,531,531,0.32941177,0.32941177,0.43137255,1
648,./squares/train/b/466.png,b,png,130,335,335,0.4392157,0.4392157,0.5372549,1
